,revision,performance,cpu,benchmark-energy,fixed-energy,benchmark-power,fixed-power
361,2.1.0,54880.2,5.157578,1742.6,5435.305586,31.545678,22.733277
362,2.1.0,54620.8,5.068526,1684,5342.085268,30.691675,22.096955
363,2.1.0,55022.8,5.332761,1769.6,5439.235238,31.840853,22.685212
364,2.1.0,54780.0,5.234685,1743.6,5435.864615,31.771965,22.64776
365,2.1.0,54910.0,5.057643,1703,5332.86944,30.792438,22.012828
366,2.1.0,75031.6,16.745372,2466.8,5693.950784,32.788067,23.649789
367,2.1.0,73395.8,15.932604,2334.8,5537.536241,31.613788,22.966367
368,2.1.0,72819.4,15.781444,2410,5727.799137,32.942236,23.810639
369,2.1.0,74200.8,16.583744,2440.6,5703.689943,32.623833,23.679542
370,2.1.0,74667.0,16.785668,2482.6,5746.914247,33.126694,23.957228
371,2.1.0,73255.0,16.131411,2403.6,5679.755067,32.840904,23.674007
372,2.1.0,72554.8,15.947222,2384.6,5686.019498,32.729512,23.620815
373,2.1.0,73070.4,16.101062,2411.2,5731.643305,32.913348,23.870736
374,2.1.0,72718.2,15.868918,2415.8,5696.643228,32.922003,23.53365
375,2.1.0,73811.4,16.584168,2450.6,5763.297987,33.018917,23.91005
376,2.1.0,73283.8,16.098327,2395.8,5668.710439,32.546817,23.687603
377,2.1.0,73492.4,16.255202,2442,5703.399977,33.088183,23.827722
378,2.1.0,74804.6,16.954928,2480,5772.508246,33.096171,23.99463
379,2.1.0,74218.6,16.813113,2445.8,5676.134018,32.852548,23.632592
380,2.1.0,73405.8,16.287709,2427.4,5698.09816,32.865706,23.636333
381,2.1.0,73313.6,16.052579,2417.8,5621.178974,32.754722,23.492168
382,2.1.0,73163.6,15.93809,2445.8,5731.037155,33.18657,24.0305
383,2.1.0,73269.0,15.565316,2486.8,5785.01713,33.630959,24.129622
384,2.1.0,136286.4,32.047913,4912.4,6986.677677,36.061189,29.066347
385,2.1.0,70316.0,15.396081,2352.4,5699.181902,33.320708,23.750888
386,2.1.0,68142.4,14.356025,2264.4,5631.357943,33.059292,23.344697
387,2.1.0,136811.6,32.015379,5002.6,7069.277323,36.508504,29.501204
388,2.1.0,70612.6,15.76313,2363.4,5672.382648,33.304882,23.569993
389,2.1.0,68541.6,14.708029,2282.6,5663.155991,33.045782,23.390501
390,2.1.0,136315.6,32.125493,4921.4,6962.432942,36.029767,28.94314
391,2.1.0,70583.8,15.587231,2383.2,5832.005696,33.714392,24.360633
392,2.1.0,68189.6,14.611418,2296,5724.723228,33.610526,23.883984
393,2.1.0,136653.0,32.054789,4947.8,6986.153836,36.057972,29.095253
394,2.1.0,70297.4,15.495948,2365.8,5717.415803,33.337791,23.635038
395,2.1.0,67804.4,14.47529,2249.4,5610.883876,33.161066,23.346997
396,2.1.0,136561.0,32.166229,4996.8,7080.875978,36.570023,29.509922
397,2.1.0,70473.2,15.543259,2357.4,5695.954236,33.354998,23.573498
398,2.1.0,68043.8,14.668429,2273.4,5634.953292,33.231018,23.462434
399,2.1.0,136780.6,32.084278,4971.4,7069.410166,36.38908,29.434094
400,2.1.0,70718.6,15.429743,2353.8,5720.86523,33.132754,23.736141
401,2.1.0,68215.0,14.703517,2245.4,5597.311938,32.851714,23.408222
402,2.1.0,157604.4,34.238531,5708.2,7359.312668,36.201923,30.702407
403,2.1.0,91570.0,23.145896,3127.4,6035.033884,34.098039,25.119359
404,2.1.0,90045.6,22.7518,3095.2,6090.873415,34.320841,25.267568
405,2.1.0,156057.4,34.02051,5511.8,7168.140277,35.400151,29.899992
406,2.1.0,90274.6,22.689757,3101.4,6031.242315,34.17685,25.245635
407,2.1.0,87895.0,22.00737,2940.2,5891.655899,33.497959,24.615169
408,2.1.0,154995.8,33.915495,5552.6,7208.652259,35.764666,30.025759
409,2.1.0,90137.8,22.30839,3067.6,6028.456579,33.847072,24.959098
410,2.1.0,88041.4,22.022789,2944.2,5930.592312,33.42214,24.627893
411,2.1.0,164485.6,34.86637,5898.4,7397.04855,35.813157,30.77603
412,2.1.0,99351.4,24.893253,3471.6,6284.783099,34.895763,26.170398
413,2.1.0,94106.4,23.856674,3271.8,6203.421778,34.823185,25.77678
414,2.1.0,158504.0,34.205681,5737.2,7357.951683,36.069432,30.673705
415,2.1.0,93675.8,23.246425,3157.4,6010.197748,33.753752,25.173782
416,2.1.0,90404.0,22.655198,3023.4,5936.19662,33.322791,24.655472
417,2.1.0,155965.2,34.016984,5552.8,7234.112824,35.634711,30.164126
418,2.1.0,90458.8,22.565822,3095.4,6018.19416,34.002277,25.06418
419,2.1.0,87487.2,21.954747,2952.8,5960.444835,33.416071,24.665925
420,2.1.0,155459.2,33.81718,5633.8,7316.629325,36.068315,30.481209
421,2.1.0,89967.8,22.388953,3099,6109.441244,34.280509,25.375353
422,2.1.0,86442.2,21.701436,2907.8,5903.670441,33.459751,24.528395
423,2.1.0,154697.6,33.937402,5617.8,7283.248496,36.264009,30.433218
424,2.1.0,90408.4,22.488307,3026.4,5940.185727,33.399121,24.706208
425,2.1.0,88451.8,21.841545,2985.4,5971.089375,33.757143,24.88601
426,2.1.0,156692.0,34.113114,5590.4,7223.386887,35.659169,30.082342
427,2.1.0,89613.8,22.332699,3056.2,6066.697193,34.080128,25.167231
428,2.1.0,88127.4,22.130595,2969.4,5934.531207,33.477057,24.802589
429,2.1.0,156354.6,34.107507,5633.8,7309.729727,36.054683,30.495855
430,2.1.0,90745.2,22.512,3060.6,6020.809239,33.761168,25.182395
431,2.1.0,89782.2,22.120251,3037,6038.765736,33.804947,25.04875
432,2.1.0,154615.6,33.974286,5590.8,7288.543263,36.132558,30.35156
433,2.1.0,89165.4,22.158989,3068,6062.977425,34.073305,24.98834
434,2.1.0,87410.8,21.631008,2955.4,5897.309657,33.512326,24.647779
435,2.1.0,155386.2,33.973575,5610.2,7318.487044,36.095919,30.494877
436,2.1.0,89602.0,22.120821,3041.4,6042.10724,33.821827,25.129354
437,2.1.0,87525.4,21.703421,2915,5904.665361,33.233163,24.591628
438,2.1.0,162339.2,34.710524,5807.8,7320.427225,35.745494,30.554194
439,2.1.0,98995.0,24.8274,3389.4,6089.925295,34.153321,25.443168
440,2.1.0,93640.4,23.637911,3223.6,6101.203514,34.175567,25.277177
441,2.1.0,155801.2,34.111694,5561.2,7218.357279,35.731724,30.084405
442,2.1.0,90107.0,22.551676,3082.2,6041.666579,34.150477,25.276832
443,2.1.0,88534.4,22.363673,2966.4,5916.593738,33.388485,24.66297
444,2.1.0,156184.2,33.922167,5681.6,7330.995893,36.335754,30.571088
445,2.1.0,88371.4,22.079086,2977.4,5993.874761,33.598227,24.873152
446,2.1.0,87057.0,21.829509,2946.2,5953.80041,33.657852,24.621848
447,2.1.0,155035.2,34.007955,5567,7216.728545,35.806526,30.066916
448,2.1.0,89001.6,22.210961,3038.8,6024.492046,33.880084,24.94823
449,2.1.0,86666.8,21.584121,2991.6,6025.356151,34.182753,24.965316
450,2.1.0,154855.2,33.859082,5570.6,7243.228109,35.924967,30.215871
451,2.1.0,88920.6,22.303735,2998.6,5994.782334,33.741807,24.96394
452,2.1.0,86916.2,21.833626,3011.2,6091.692177,34.374061,25.188711
453,2.1.0,155156.0,33.897377,5666.2,7350.891728,36.367235,30.719287
454,2.1.0,89172.0,22.135436,3055,6071.26552,34.144667,25.214373
455,2.1.0,88042.8,22.136504,2956.4,5937.575505,33.614419,24.746892
456,2.1.0,54991.0,5.214649,1737,5409.739858,31.357747,22.367122
457,2.1.0,54831.2,5.209303,1745.4,5401.645997,31.381333,22.484086
458,2.1.0,54896.4,5.343487,1714.2,5350.558354,31.009783,22.12994
459,2.1.0,54824.6,5.427344,1697.6,5344.177675,30.823057,22.074137
460,2.1.0,54705.8,5.348887,1700.6,5342.731331,30.895376,22.170655
461,2.1.0,54727.6,5.256672,1724,5401.861947,31.353166,22.704274
462,2.1.0,75260.6,16.947817,2439.4,5631.945684,32.436776,23.429938
463,2.1.0,73274.6,16.20709,2406.2,5643.321519,32.576763,23.50592
464,2.1.0,73502.4,16.380123,2359.8,5553.8926,31.982324,23.186926
465,2.1.0,76076.4,17.373687,2481.8,5738.923761,32.440199,23.727074
466,2.1.0,75470.2,17.209042,2508.2,5735.107786,33.030882,23.935754
467,2.1.0,73992.2,16.319615,2460.6,5722.495247,33.045316,23.831713
468,2.1.0,73317.4,16.198226,2386.8,5660.053974,32.442306,23.47714
469,2.1.0,73340.0,15.980985,2391,5662.908762,32.424624,23.451013
470,2.1.0,73012.0,15.968019,2372.8,5642.927806,32.398013,23.38229
471,2.1.0,74364.8,16.584139,2488.8,5726.304182,33.161425,23.774271
472,2.1.0,73880.0,16.10502,2383.4,5597.264285,32.37933,23.476602
473,2.1.0,73662.2,16.211999,2406.6,5651.821157,32.518254,23.583706
474,2.1.0,75684.8,17.124083,2575.4,5807.521649,33.916077,24.255444
475,2.1.0,75699.4,17.124512,2551.8,5777.889121,33.491877,24.17285
476,2.1.0,74051.0,16.249519,2460.2,5701.42505,33.044485,23.833856
477,2.1.0,74180.0,16.136724,2463,5747.050798,32.966174,24.011593
478,2.1.0,72885.4,15.97335,2455.4,5795.826873,33.483821,24.151481
479,2.1.0,73468.0,16.130137,2444.8,5781.273686,33.133281,23.955496
480,2.1.0,136204.6,32.02292,4968.2,7053.701253,36.490876,29.466703
481,2.1.0,70797.6,15.618477,2314.4,5663.331129,32.671596,23.536154
482,2.1.0,68287.2,14.244773,2320.4,5769.867997,33.658056,24.054621
483,2.1.0,136216.8,32.069339,4864,6879.349917,35.720063,28.767926
484,2.1.0,70449.6,15.448769,2420.6,5804.929144,34.057287,24.047703
485,2.1.0,68329.4,14.352485,2252,5650.644845,32.468138,23.353945
486,2.1.0,136584.0,32.063724,4995.4,7051.825473,36.462574,29.370695
487,2.1.0,70200.4,15.339556,2353.2,5702.35143,33.494497,23.878433
488,2.1.0,68455.6,14.600091,2291.4,5667.512385,33.447681,23.789631
489,2.1.0,136563.2,31.991628,4953.6,6993.230043,36.208496,29.164099
490,2.1.0,70675.6,15.447714,2335.2,5674.704253,32.829899,23.550025
491,2.1.0,68044.8,14.569276,2278.8,5726.167166,33.476947,23.920154
492,2.1.0,136441.0,31.947223,4952.8,6998.469948,36.249055,29.248449
493,2.1.0,70922.6,15.448,2377.6,5830.698132,33.368471,24.084419
494,2.1.0,68625.6,14.459501,2301.2,5746.591988,33.420085,23.877542
495,2.1.0,136413.0,31.98433,5018,7150.750688,36.75305,29.753996
496,2.1.0,70874.0,15.386909,2418.8,5835.347887,33.876663,24.179974
497,2.1.0,68237.6,14.426517,2289.8,5716.583634,33.521172,23.743157
498,2.1.0,157777.2,34.302273,5685.2,7310.04541,35.990576,30.404653
499,2.1.0,91296.0,22.860654,3155,6116.346444,34.421604,25.426374
500,2.1.0,90932.4,22.554677,3096,6022.067809,33.852622,25.043865
501,2.1.0,156703.6,33.986484,5748.2,7353.304821,36.397841,30.746634
502,2.1.0,90055.4,22.574723,3129,6094.800747,34.528854,25.306585
503,2.1.0,87306.0,22.10081,2944.2,5946.671942,33.772754,24.724157
504,2.1.0,154966.0,34.050282,5602,7288.529425,36.150066,30.364365
505,2.1.0,90133.0,22.679633,3088.4,6048.62332,34.112178,25.099181
506,2.1.0,87335.6,21.611862,3071.6,6095.199973,34.64555,25.224371
507,2.1.0,163138.0,34.932341,5913,7431.570608,36.268132,31.018335
508,2.1.0,99516.2,25.017479,3460.6,6304.173275,34.675956,26.322279
509,2.1.0,94777.2,24.288689,3248.2,6089.999769,34.061745,25.493665
510,2.1.0,159617.0,34.301761,5831.4,7438.984854,36.396629,30.886428
511,2.1.0,92725.8,23.290247,3182.6,6050.616619,34.129569,25.225864
512,2.1.0,92066.6,23.229541,3088.8,5965.177683,33.332732,24.793707
513,2.1.0,156106.4,34.061978,5623.2,7262.057362,35.924869,30.326047
514,2.1.0,90202.4,22.605119,3162.4,6148.732343,34.837913,25.552013
515,2.1.0,87610.2,22.234629,3064.2,6126.931501,34.768099,25.451081
516,2.1.0,155702.8,34.11167,5662.6,7317.047126,36.395609,30.628891
517,2.1.0,88665.8,22.351673,3023.4,6017.076439,34.019814,25.019096
518,2.1.0,85983.6,21.788183,2926.4,5976.700637,33.970048,24.857106
519,2.1.0,154750.8,33.97209,5632,7331.701313,36.327064,30.492468
520,2.1.0,89842.4,22.3698,3040.6,5996.520666,33.752,24.868537
521,2.1.0,87835.2,22.021161,3020.6,6065.699502,34.157961,25.206447
522,2.1.0,155867.0,34.101935,5590.6,7270.677878,35.938162,30.376086
523,2.1.0,89562.6,22.177847,3135.8,6072.939765,34.628193,25.29623
524,2.1.0,88370.6,22.100537,3023.6,6044.038645,34.00841,25.103727
525,2.1.0,156839.8,34.136875,5617.2,7258.525978,35.818995,30.282515
526,2.1.0,89747.2,22.476131,3095,6102.641904,34.29305,25.3046
527,2.1.0,87889.6,22.193527,3023.8,6020.852189,34.258372,25.121676
528,2.1.0,154063.0,34.049751,5575,7287.098165,36.16408,30.383311
529,2.1.0,89536.2,22.460967,3090.4,6141.383778,34.33,25.462926
530,2.1.0,86685.2,22.035873,2924.4,5949.535937,33.620228,24.652846
531,2.1.0,156176.8,34.127027,5591,7250.042937,35.7576,30.252116
532,2.1.0,89440.2,22.373897,2991,5978.801358,33.48309,24.907847
533,2.1.0,87153.4,21.927198,2967.8,6014.675437,33.984482,25.004722
534,2.1.0,164305.2,34.842849,5905.8,7397.503852,35.825765,30.781106
535,2.1.0,97801.0,24.943631,3420.2,6298.630099,34.994767,26.453224
536,2.1.0,92871.2,23.78446,3197.6,6118.688811,34.410089,25.467977
537,2.1.0,155646.2,34.017207,5658.8,7334.425125,36.310525,30.568939
538,2.1.0,89756.0,22.596172,3089.2,6168.790571,34.299762,25.592602
539,2.1.0,88776.2,22.327449,3027.4,6005.191768,33.788824,24.787574
540,2.1.0,155501.2,34.094435,5631.6,7304.838842,36.073217,30.436956
541,2.1.0,89496.6,22.470648,3072.2,6045.067022,34.075218,25.072073
542,2.1.0,87984.2,22.0742,2992.2,6027.962121,34.096315,25.166207
543,2.1.0,156021.8,34.13415,5677.8,7354.997979,36.368401,30.714501
544,2.1.0,89980.8,22.336446,3143,6108.067143,34.54111,25.427982
545,2.1.0,86407.4,21.697173,2955.6,5944.812513,33.87132,24.624184
546,2.1.0,155594.4,33.96305,5648.4,7364.220219,36.229786,30.599077
547,2.1.0,88315.2,22.222495,2999.8,5974.219227,33.950093,24.884204
548,2.1.0,86045.8,21.802701,2965.8,6116.264585,34.425219,25.353999
549,2.1.0,155483.6,34.011938,5623.6,7302.528918,36.078383,30.439453
550,2.1.0,90229.8,22.327611,3183.2,6175.532184,34.935745,25.623794
551,2.1.0,87126.8,22.162856,2967.6,6006.773448,34.034399,24.976076
552,2.1.0,54758.4,5.399761,1740.2,5447.940798,31.526282,22.519157
553,2.1.0,55136.6,5.175224,1725,5288.282436,31.193231,21.998163
554,2.1.0,54752.8,5.165264,1687,5383.886475,30.510365,22.212297
555,2.1.0,54685.8,5.322185,1737,5331.326845,31.365891,22.2165
556,2.1.0,54537.4,5.249418,1738,5345.345378,31.628847,22.380431
557,2.1.0,54481.8,5.333475,1745.6,5507.629271,31.837197,22.762525
558,2.1.0,74919.8,17.191567,2490.4,5749.366176,33.085747,23.870114
559,2.1.0,73238.4,16.358783,2411.6,5678.589923,32.84971,23.659039
560,2.1.0,74057.2,16.662667,2448.6,5726.908953,32.755555,23.74085
561,2.1.0,75362.0,17.42487,2534.4,5802.079357,33.528596,24.136941
562,2.1.0,75304.2,17.181256,2508.2,5840.415132,33.290434,24.192255
563,2.1.0,73821.6,16.469367,2424.6,5701.703536,32.727294,23.70194
564,2.1.0,72832.8,16.131031,2398,5762.404978,32.751189,23.864594
565,2.1.0,72894.2,16.117817,2431.6,5764.902127,33.093537,23.979135
566,2.1.0,72796.2,16.202511,2456.4,5827.210653,33.588834,24.20359
567,2.1.0,73833.6,17.055094,2451,5732.040355,32.99187,23.826289
568,2.1.0,73851.2,16.605386,2480.8,5830.577881,33.453273,24.154304
569,2.1.0,73218.0,16.002934,2417.6,5659.37219,32.860141,23.546147
570,2.1.0,75355.6,16.908031,2583.6,5915.905986,33.901182,24.40359
571,2.1.0,74914.6,17.072658,2484.4,5815.20529,33.237159,24.364053
572,2.1.0,73938.6,16.593284,2460,5732.449994,32.968685,23.771719
573,2.1.0,73521.2,16.054343,2388.4,5635.139257,32.349302,23.414408
574,2.1.0,72726.2,16.153565,2463.4,5838.481921,33.64601,24.213385
575,2.1.0,72827.6,16.148389,2381.4,5700.474798,32.571244,23.710486
576,2.1.0,56184.6,7.192143,1819.2,5456.738631,31.904762,22.522283
577,2.1.0,55100.2,6.061467,1762.8,5402.991034,31.506738,22.230864
578,2.1.0,54928.4,6.469299,1781.6,5542.097686,32.182602,22.910926
579,2.1.0,56222.6,7.241182,1779.2,5348.688285,31.384711,22.20032
580,2.1.0,55644.0,6.282649,1786.6,5430.393516,31.874654,22.680341
581,2.1.0,55480.8,6.169218,1784.2,5486.564623,31.945161,22.745189
582,2.1.0,56817.0,7.332964,1803.2,5396.381774,31.566716,22.431467
583,2.1.0,55534.0,6.207929,1779.8,5448.820443,31.835431,22.780301
584,2.1.0,55367.0,6.567232,1765.8,5386.021459,31.685827,22.489201
585,2.1.0,56497.2,7.363495,1804.6,5405.651821,31.723809,22.510716
586,2.1.0,55062.6,6.153335,1723.2,5360.863304,31.041671,22.181187
587,2.1.0,55480.6,6.375455,1764.6,5438.877308,31.577753,22.541056
588,2.1.0,56500.6,7.2,1843.8,5563.138044,32.535417,23.059849
589,2.1.0,55529.2,6.493214,1782.6,5544.96386,31.893548,22.861697
590,2.1.0,55457.2,6.431234,1783.2,5465.612414,32.035696,22.87893
591,2.1.0,56501.6,7.406278,1819.8,5377.133471,31.775,22.484602
592,2.1.0,55617.0,6.431597,1780.2,5463.0205,31.923691,22.796363
593,2.1.0,55745.2,6.220973,1800,5406.476687,31.924629,22.656369
594,2.1.0,64241.0,11.133434,2090.6,5678.859323,32.375895,23.578014
595,2.1.0,62717.4,10.109094,2019.2,5570.562894,31.934789,23.070231
596,2.1.0,63801.8,11.075573,2066.2,5556.40318,32.01992,23.024342
597,2.1.0,61459.2,9.846878,1955.4,5489.975049,31.596669,22.853171
598,2.1.0,60409.0,8.727541,1903.4,5536.371017,31.438191,22.932331
599,2.1.0,60337.0,8.686475,1914.8,5510.896427,31.674084,22.902565
600,2.1.0,60540.8,9.039355,2001.8,5659.953409,32.616758,23.310974
601,2.1.0,60277.0,8.841421,1946.8,5579.187034,32.101757,23.060259
602,2.1.0,60918.2,9.177019,1955.2,5560.021246,32.0488,23.253666
603,2.1.0,65227.0,11.700478,2121.8,5639.399819,32.482162,23.557584
604,2.1.0,63827.4,11.102719,2069,5664.055483,32.176801,23.386503
605,2.1.0,63194.2,10.640579,2046.8,5532.202619,32.07396,22.985301
606,2.1.0,64217.0,11.083645,2072.2,5580.159083,32.12283,23.212743
607,2.1.0,64887.6,11.246109,2072.4,5619.027374,31.688938,23.309064
608,2.1.0,65172.2,11.165229,2087.8,5533.519781,31.873763,23.021698
609,2.1.0,61141.6,9.108508,1953.8,5562.802984,31.660016,23.057739
610,2.1.0,59048.2,8.171723,1848.2,5429.269002,31.223691,22.747199
611,2.1.0,59601.8,8.356154,1922.6,5577.927003,32.236027,23.23627
612,2.1.0,60033.8,8.734526,1954,5469.549179,32.158867,22.764669
613,2.1.0,58910.4,8.128685,1916,5602.718818,32.168217,23.144465
614,2.1.0,59444.4,8.307593,1927.6,5568.484528,32.172302,22.992653
615,2.1.0,60316.6,9.215809,1958.4,5580.53307,32.230378,23.334283
616,2.1.0,59966.0,8.669408,1904,5544.95721,31.651049,23.022389
617,2.1.0,60151.8,8.728231,1918.4,5514.561816,31.781933,22.952185
618,2.1.0,61422.4,9.637689,1997,5573.986579,32.418804,23.197213
619,2.1.0,59392.4,8.137938,1897.2,5439.920705,31.683627,22.657064
620,2.1.0,60369.8,8.737358,1959.6,5580.939444,32.099824,23.013094
621,2.1.0,64563.0,11.1582,2098.6,5609.925358,32.265328,23.391671
622,2.1.0,61319.0,9.302579,1981.4,5586.678816,31.944682,23.015809
623,2.1.0,61870.8,9.38623,1996.8,5610.932764,32.232475,23.255242
624,2.1.0,59645.0,8.718105,1949.8,5595.393207,32.475939,23.247942
625,2.1.0,59654.0,8.256317,1883,5390.003166,31.271245,22.548769
626,2.1.0,59329.8,8.391493,1947.4,5624.164016,32.538457,23.391902
627,2.1.0,60846.6,9.534855,1988.6,5564.141995,32.535333,23.196574
628,2.1.0,59009.0,8.254155,1831.2,5408.781421,30.849746,22.426933
629,2.1.0,59615.6,8.461062,1963.2,5652.939392,32.50882,23.287938
630,2.1.0,64511.2,11.052718,2060.2,5580.880721,31.597502,23.041612
631,2.1.0,62739.2,10.315584,1982.8,5498.147446,31.390162,22.736494
632,2.1.0,61355.8,9.541489,1946,5490.727558,31.435651,22.748291
633,2.1.0,61310.6,9.614263,2021.2,5545.55226,32.479523,22.942716
634,2.1.0,62512.8,9.9805,1918.2,5328.508212,30.671963,22.422001
635,2.1.0,62762.2,10.156722,1973,5420.559356,31.214126,22.654102
636,2.1.0,60510.8,9.339074,1987.2,5609.661468,32.389318,23.116567
637,2.1.0,59615.8,8.395859,1911,5504.663476,31.878235,22.759271
638,2.1.0,59729.4,8.502791,1910,5492.076076,31.931977,22.910069
639,2.1.0,60861.0,9.328212,1978.8,5601.726357,32.336292,23.193993
640,2.1.0,59825.2,8.664518,1861.8,5511.856183,31.209784,22.847522
641,2.1.0,58984.6,8.193779,1920.6,5588.651357,32.149096,23.05792
642,2.1.0,60102.2,9.115705,1948.8,5549.774273,32.421941,22.99098
643,2.1.0,58474.6,7.836324,1847.6,5439.107483,31.446154,22.700742
644,2.1.0,59085.6,8.26786,1919.2,5521.915239,32.195432,22.850018
645,2.1.0,61171.4,9.449355,1988.8,5576.756963,32.034987,23.131803
646,2.1.0,60419.8,9.061585,1896.8,5464.19374,31.076295,22.593826
647,2.1.0,60038.8,8.652672,1897.2,5435.485185,31.145866,22.566428
648,2.1.0,55113.8,5.178636,1773.8,5357.089756,31.752512,22.238982
649,2.1.0,54904.0,5.121946,1750.4,5412.582078,31.953517,22.476517
650,2.1.0,54785.2,5.201508,1703.2,5363.801445,30.892121,22.091873
651,2.1.0,55054.6,5.124363,1754.4,5358.167125,31.586727,22.197801
652,2.1.0,55000.8,5.228304,1733.6,5303.537851,31.303807,22.051094
653,2.1.0,55152.4,5.172,1750.4,5362.489558,31.482602,22.331827
654,2.1.0,60613.8,8.742778,1905,5449.016239,31.290344,22.673075
655,2.1.0,58995.8,7.370788,1858.4,5520.567322,31.403775,22.848409
656,2.1.0,59443.0,7.560008,1868.8,5513.336573,31.365651,22.904696
657,2.1.0,60934.4,8.921439,1943.4,5523.573282,31.808626,23.11185
658,2.1.0,60601.2,8.607438,1937.4,5561.659389,31.803939,23.023744
659,2.1.0,59277.2,7.76537,1885.4,5502.287464,31.737138,23.127043
660,2.1.0,58911.4,7.436126,1846.2,5432.706132,31.181233,22.631442
661,2.1.0,58753.2,7.321751,1879.2,5563.172305,31.665943,22.939169
662,2.1.0,58016.8,7.072287,1844.4,5466.490586,31.48921,22.73235
663,2.1.0,59273.2,7.997237,1867.6,5470.808735,31.299819,22.646648
664,2.1.0,59557.0,7.787319,1896.6,5566.021639,31.717199,23.052383
665,2.1.0,59622.4,7.940898,1854.2,5447.10176,30.94701,22.547869
666,2.1.0,61307.8,9.132519,1939.2,5514.611942,31.457546,22.903779
667,2.1.0,60663.6,8.786645,1947,5627.967531,31.785909,23.225934
668,2.1.0,58791.0,7.378178,1830.2,5385.073837,30.87266,22.269237
669,2.1.0,58740.6,7.343364,1860,5473.243911,31.406194,22.722336
670,2.1.0,58641.8,7.300086,1872,5481.778848,31.603189,22.842181
671,2.1.0,58128.0,6.994079,1843.6,5443.845659,31.288205,22.606586
672,2.1.0,56665.2,7.405658,1832.8,5482.676107,32.090179,22.644641
673,2.1.0,56105.6,6.686765,1825.4,5548.883837,32.142671,22.929259
674,2.1.0,55850.2,6.713773,1812.2,5679.732248,32.379519,23.570709
675,2.1.0,57114.6,7.228602,1926.4,5635.327152,33.034605,23.179634
676,2.1.0,55769.4,6.665792,1779.6,5487.363216,31.812289,22.741192
677,2.1.0,55699.4,6.578878,1824.4,5560.160092,32.454435,23.216615
678,2.1.0,57012.8,7.868087,1891.4,5578.967129,32.940314,22.993435
679,2.1.0,55821.2,6.937454,1808.4,5573.803893,32.164314,22.955407
680,2.1.0,55700.2,6.681987,1813.6,5605.917802,32.401741,23.247364
681,2.1.0,56632.0,7.477331,1850.2,5524.025658,32.359325,22.861531
682,2.1.0,55603.6,6.469234,1779.6,5351.892007,31.811257,22.652202
683,2.1.0,55840.6,6.628784,1800,5494.169345,32.001178,22.834242
684,2.1.0,56943.2,7.368653,1855.2,5542.68226,32.19375,22.865312
